Mes,Ventas,Ganancias,Stock,Precio,Descuento (%),Región,Categoría del Producto,Producto,Costos Operativos,Devoluciones,Unidades Vendidas
Agosto,2475,2615,1521,584.2941137158955,22.71,Toledo,Alimentos,Libro,10,33,58
Febrero,5657,984,7431,382.4414419076012,18.91,Valencia,Hogar,Zapatillas,25,37,156
Junio,1759,87,8468,248.65675180375808,11.43,Santander,Electrónica,Zapatillas,11,14,408
Marzo,2669,2916,8392,979.0495131222867,17.03,Córdoba,Electrónica,Muñeca,28,12,71
Septiembre,4922,2791,5593,862.066036128335,27.55,Madrid,Hogar,Microondas,14,14,229
Abril,6616,2737,7694,729.0964279567479,12.32,Oviedo,Juguetes,Pelota,13,11,219
Octubre,6025,1795,7534,531.8312769289864,9.47,Logroño,Ropa,Refrigerador,28,5,257
Septiembre,4626,2819,562,780.7760148923268,15.63,Córdoba,Juguetes,Zapatillas,25,22,38
Febrero,1413,115,6831,14.506423177884567,23.96,Córdoba,Juguetes,Teléfono,17,9,275
Mayo,6895,297,8265,921.4728894750741,2.2,Córdoba,Electrónica,Tablet,21,49,383
Octubre,7558,1011,9701,813.5359398591444,2.2,Logroño,Juguetes,Muñeca,24,1,169
Septiembre,5352,2940,3480,836.5923631705328,25.56,Córdoba,Hogar,Zapatillas,25,19,33
Febrero,4500,4445,6576,142.93236792971913,18.02,Córdoba,Alimentos,Laptop,21,7,341
Junio,6155,1714,9284,53.77390920625669,4.76,Córdoba,Electrónica,Microondas,13,50,16
Julio,6742,2208,3306,882.860935677938,25.11,Córdoba,Alimentos,Teléfono,15,27,21
Julio,3595,4632,2094,401.5369976834538,0.71,Valencia,Juguetes,Teléfono,30,14,253
Agosto,515,223,6630,45.415576746962245,21.23,Valladolid,Electrónica,Libro,26,12,132
Noviembre,7266,2100,4867,499.0067221110903,11.3,Bilbao,Alimentos,Camiseta,11,1,269
Octubre,1252,628,3593,532.9606150596596,13.3,Valladolid,Juguetes,Microondas,18,17,187
Diciembre,9809,2629,5509,359.53078769366977,25.08,Sevilla,Juguetes,Tablet,10,1,95
Julio,8697,527,8584,802.5846665992739,7.5,Granada,Hogar,Camiseta,20,42,209
Julio,4061,2328,9867,999.6109086459135,28.18,Valencia,Juguetes,Libro,26,20,301
Octubre,8490,548,1837,524.898244575936,8.7,Granada,Ropa,Tablet,11,28,151
Julio,617,376,8296,332.89838046124135,11.66,Valladolid,Electrónica,Pelota,16,35,412
Enero,8653,1384,2622,785.9362811716444,18.12,Zaragoza,Ropa,Zapatillas,28,30,389
Febrero,4876,4140,9824,356.39211429451666,11.62,Valencia,Juguetes,Zapatillas,22,29,340
Junio,1077,3375,9916,364.9657079349229,10.48,Granada,Electrónica,Tablet,14,47,72
Junio,2885,1074,3154,331.9804590636215,29.05,Granada,Alimentos,Muñeca,14,23,118
Octubre,3699,1316,7046,516.0610653832707,6.51,Granada,Hogar,Pelota,25,13,205
Mayo,2585,2754,4495,148.6342807415267,27.09,Murcia,Alimentos,Libro,25,30,194
Enero,4357,3699,8081,900.5803694699198,12.33,Valencia,Alimentos,Microondas,19,9,489
Julio,2407,2352,2369,50.85187847096085,16.43,Madrid,Electrónica,Tablet,22,24,112
Septiembre,987,2465,788,619.3608439221572,24.68,Granada,Electrónica,Microondas,17,30,486
Noviembre,8010,1480,6443,77.09659063999878,12.25,Zaragoza,Ropa,Laptop,20,8,451
Septiembre,7334,571,9965,413.3099710074395,3.18,Valladolid,Hogar,Laptop,15,41,63
Septiembre,4049,51,2461,154.16339180635867,16.59,Granada,Hogar,Camiseta,25,15,423
Diciembre,5414,4792,4009,890.2637103230174,26.47,Toledo,Hogar,Pelota,17,12,3
Junio,6786,2901,9522,540.6868522584457,19.32,Logroño,Hogar,Laptop,14,36,168
Octubre,7553,3795,3133,702.4480095813996,15.14,Córdoba,Alimentos,Libro,12,44,295
Diciembre,6928,4923,5504,23.08203309362406,28.53,Murcia,Hogar,Pelota,29,13,420
Enero,8408,1767,4388,257.9323014751674,6.68,Córdoba,Electrónica,Tablet,30,18,331
Diciembre,4109,2018,8469,146.70211202593333,9.82,Logroño,Hogar,Refrigerador,24,18,426
Julio,6602,3901,8701,441.9483332700393,22.46,Toledo,Juguetes,Teléfono,16,32,154
Marzo,7210,742,9559,650.4543505714496,2.88,Madrid,Juguetes,Muñeca,21,20,322
Diciembre,122,150,9030,925.7137027451546,16.3,Valencia,Hogar,Muñeca,23,22,174
Abril,9834,4103,7656,29.17663034899631,28.28,Palma,Alimentos,Tablet,15,33,188
Mayo,3691,3248,7286,669.7498939270272,29.31,Toledo,Juguetes,Laptop,27,23,87
Diciembre,7111,2229,8411,93.22879555580674,2.44,Barcelona,Juguetes,Muñeca,13,22,23
Diciembre,2188,2768,8870,711.4692686400839,29.13,Barcelona,Juguetes,Laptop,27,32,437
Junio,8023,4989,104,352.36136459028904,25.43,Granada,Hogar,Pelota,22,44,391
Noviembre,7601,4769,8508,164.0629247378138,6.77,Santander,Hogar,Zapatillas,29,42,240
Abril,5207,3127,7571,402.17030762468,13.49,Córdoba,Electrónica,Zapatillas,16,42,339
Enero,7917,2586,8743,645.5829361324489,10.69,Madrid,Juguetes,Tablet,12,22,443
Mayo,4518,2120,7780,314.0037116622433,8.17,Valladolid,Ropa,Zapatillas,13,24,258
Junio,6444,3746,2918,638.6396201027324,4.28,Oviedo,Hogar,Muñeca,25,31,53
Enero,217,2666,5565,693.8871020011377,6.94,Valencia,Hogar,Laptop,17,27,225
Julio,1770,1315,5740,72.06221599790865,14.17,Bilbao,Electrónica,Refrigerador,19,0,34
Febrero,7538,517,9784,93.20222471697546,8.01,Palma,Ropa,Camiseta,18,41,124
Diciembre,1595,3077,8367,404.5442416861374,23.03,Santander,Electrónica,Refrigerador,14,2,5
Junio,1588,4038,1171,578.368876230792,20.78,Oviedo,Electrónica,Microondas,26,31,229
Junio,2849,3891,722,891.1674093361603,22.52,Oviedo,Ropa,Microondas,27,50,249
Noviembre,1769,757,7743,475.2860275560908,6.61,Valencia,Juguetes,Teléfono,13,0,379
Noviembre,6093,166,7682,607.8293854039142,23.55,Logroño,Electrónica,Pelota,10,37,485
Diciembre,2537,2932,5885,129.18838071796438,6.83,Bilbao,Juguetes,Teléfono,20,39,139
Septiembre,7657,658,5020,112.66184898596758,23.16,Logroño,Alimentos,Tablet,29,27,46
Agosto,8596,4538,8535,788.2411601559952,7.56,Murcia,Ropa,Tablet,10,39,341
Septiembre,6579,2874,2526,913.5686927032598,6.64,Zaragoza,Alimentos,Laptop,17,33,90
Enero,108,3786,318,320.0867909369221,22.55,Málaga,Alimentos,Laptop,17,21,485
Abril,601,1484,4288,969.028154247897,10.06,Bilbao,Juguetes,Laptop,28,13,493
Septiembre,6793,2486,2286,651.3243769066793,8.45,Barcelona,Juguetes,Teléfono,29,31,457
Febrero,2318,2716,8007,624.06409879684,9.64,Valencia,Electrónica,Tablet,11,7,137
Junio,2931,3096,201,673.3576771976118,23.61,Córdoba,Ropa,Laptop,24,15,268
Mayo,2943,2325,9894,191.6934730319383,29.53,Málaga,Ropa,Camiseta,23,34,452
Agosto,1101,1553,1692,21.34668611427847,12.35,Valencia,Alimentos,Muñeca,27,38,340
Junio,1291,2562,2743,615.4761008238935,28.03,Granada,Ropa,Libro,30,13,399
Octubre,3857,3873,3579,790.3446240663018,12.23,Madrid,Juguetes,Zapatillas,13,23,341
Febrero,2926,4963,9761,673.6640985242346,23.66,Sevilla,Alimentos,Pelota,18,1,146
Marzo,5254,3581,886,951.0779694478979,26.64,Toledo,Alimentos,Pelota,11,31,32
Septiembre,9785,4225,7058,826.9544212719582,11.26,Logroño,Ropa,Libro,30,30,294
Diciembre,7299,967,9443,329.53507870172564,21.18,Murcia,Juguetes,Libro,25,46,418
Septiembre,307,253,4274,588.961981539634,29.97,Santander,Electrónica,Laptop,16,17,110
Noviembre,6394,795,2987,944.4434785800328,2.9,Madrid,Electrónica,Refrigerador,24,24,415
Julio,4201,4302,2234,749.4900815880839,3.58,Bilbao,Electrónica,Laptop,18,47,218
Abril,1117,3005,3635,736.4242322864814,16.26,Toledo,Alimentos,Camiseta,15,1,428
Junio,6946,1652,8664,882.738423038584,5.84,Madrid,Juguetes,Microondas,20,17,243
Febrero,9119,2523,5588,523.1210689734521,14.49,Logroño,Hogar,Muñeca,17,22,480
Agosto,9059,3392,1550,731.7432141143828,21.98,Sevilla,Juguetes,Refrigerador,30,28,364
Noviembre,1398,3460,3840,536.0965892309885,16.61,Valladolid,Juguetes,Teléfono,11,35,99
Febrero,7338,4077,5363,704.8339036819135,25.11,Valencia,Juguetes,Teléfono,27,10,467
Mayo,8814,3287,4824,444.9815610441858,10.83,Córdoba,Ropa,Tablet,11,0,465
Enero,5946,4180,6445,405.06915334170736,13.36,Murcia,Hogar,Refrigerador,19,22,219
Junio,3715,3348,6829,177.46237154941147,29.28,Valladolid,Electrónica,Camiseta,19,7,353
Abril,879,3676,5149,709.3010032114803,21.08,Valencia,Juguetes,Laptop,25,38,261
Octubre,2457,4579,1480,456.73876692531223,19.65,Valladolid,Ropa,Camiseta,29,16,335
Diciembre,9493,3272,6804,572.0511321339936,1.55,Córdoba,Electrónica,Tablet,10,2,385
Abril,2236,1771,2307,541.2356321257728,25.45,Santander,Hogar,Zapatillas,13,2,211
Marzo,3946,717,8510,19.44023708134111,12.87,Zaragoza,Juguetes,Tablet,26,35,23
Julio,7195,1124,8981,301.87721455654395,1.48,Córdoba,Alimentos,Camiseta,21,4,350
Julio,2760,1816,9331,668.1946481138923,16.28,Bilbao,Electrónica,Refrigerador,12,3,343
Enero,8072,2164,2481,920.8628308727815,9.13,Valencia,Ropa,Zapatillas,26,47,268
Julio,6244,507,6379,72.4048518316648,4.1,Granada,Ropa,Pelota,13,25,374
Marzo,5582,2362,3104,355.80828368359704,9.84,Madrid,Electrónica,Camiseta,28,15,117
Octubre,4928,4790,2854,394.33283128513705,10.87,Toledo,Hogar,Tablet,15,35,106
Septiembre,7028,4581,6352,258.56725350675777,8.41,Sevilla,Alimentos,Libro,30,15,251
Noviembre,7555,2592,5156,909.8806893944485,17.95,Santander,Alimentos,Zapatillas,18,22,493
Agosto,8246,4097,6950,566.6427444007896,9.03,Granada,Juguetes,Muñeca,16,32,482
Marzo,4346,2358,4830,689.6701794748902,21.19,Santander,Alimentos,Zapatillas,12,43,148
Marzo,3229,2187,3271,294.55389131395776,6.1,Sevilla,Juguetes,Zapatillas,27,28,471
Noviembre,9482,522,9529,412.07859918710494,5.45,Córdoba,Hogar,Microondas,11,15,189
Abril,115,1375,3188,790.7703850558296,28.95,Valladolid,Hogar,Muñeca,14,49,131
Enero,3271,3153,7162,356.1553329503892,14.25,Valencia,Ropa,Laptop,21,49,109
Febrero,8669,3184,4836,73.86634295182282,15.86,Logroño,Electrónica,Laptop,20,8,27
Mayo,8192,3375,6593,165.50037975991816,7.42,Bilbao,Alimentos,Pelota,18,20,183
Mayo,7306,3745,3119,940.1476106816665,15.34,Barcelona,Juguetes,Teléfono,24,21,143
Enero,9712,3207,649,626.1391429288611,19.61,Barcelona,Alimentos,Libro,26,20,141
Noviembre,684,2235,2138,573.9415666713152,21.22,Barcelona,Ropa,Teléfono,13,12,211
Enero,9925,4114,8269,589.9940010492924,3.43,Barcelona,Hogar,Laptop,27,36,296
Septiembre,5516,870,8989,498.0579978886362,5.68,Málaga,Hogar,Camiseta,22,15,257
Abril,3351,3204,6784,657.3546106593421,10.09,Granada,Juguetes,Refrigerador,19,42,250
Enero,277,3373,2338,336.4548475414817,21.51,Granada,Alimentos,Refrigerador,22,42,182
Mayo,7656,1165,1904,265.77666582872763,14.84,Logroño,Hogar,Pelota,23,26,427
Octubre,646,80,1334,888.1976293245641,27.48,Oviedo,Juguetes,Tablet,30,14,67
Mayo,9904,2426,1565,498.917415474347,24.03,Logroño,Electrónica,Libro,27,40,376
Agosto,8459,4922,5131,97.97461257633883,23.84,Valladolid,Alimentos,Microondas,11,18,319
Septiembre,463,3840,9870,359.74659848852286,8.41,Valencia,Ropa,Teléfono,21,43,472
Octubre,8930,2085,2021,976.5351595489723,5.47,Bilbao,Electrónica,Muñeca,23,47,42
Octubre,8074,3449,6720,589.8136478630463,10.8,Toledo,Juguetes,Zapatillas,11,28,188
Enero,8751,2667,6958,953.0416216763027,17.91,Santander,Hogar,Muñeca,19,29,9
Septiembre,7701,2616,2561,702.49522150917,15.41,Valencia,Electrónica,Pelota,17,16,56
Abril,9156,4031,4986,578.0976579820021,11.83,Granada,Ropa,Laptop,14,5,132
Septiembre,4792,4348,8189,73.09360537811177,21.43,Oviedo,Alimentos,Zapatillas,16,37,477
Octubre,5604,3069,440,374.50402559504977,22.21,Valencia,Hogar,Microondas,24,34,161
Agosto,2902,4853,2266,392.178655440517,7.51,Santander,Hogar,Pelota,16,21,2
Octubre,4828,830,8664,836.4897501569393,15.03,Madrid,Juguetes,Zapatillas,21,22,335
Enero,7530,3076,5110,335.75810276585895,26.43,Málaga,Ropa,Microondas,28,31,301
Febrero,7216,3979,8999,135.9353425979506,8.21,Logroño,Alimentos,Refrigerador,22,44,426
Abril,6057,4422,8304,188.43733312544967,20.43,Málaga,Alimentos,Tablet,29,13,442
Enero,9150,4554,3161,122.24322221241637,8.2,Toledo,Ropa,Pelota,17,38,77
Agosto,2836,2009,9535,155.82690276565674,18.49,Madrid,Ropa,Pelota,18,11,153
Julio,1514,428,3205,767.580835904544,16.49,Barcelona,Electrónica,Muñeca,20,46,333
Enero,6400,631,2264,406.88502189910486,14.9,Córdoba,Ropa,Refrigerador,27,43,145
Mayo,1358,4223,640,125.31630331071568,6.33,Logroño,Ropa,Libro,23,41,167
Mayo,9167,1796,7294,711.0488605106514,11.94,Granada,Electrónica,Refrigerador,17,8,382
Marzo,151,707,7608,710.1176498738731,3.42,Palma,Ropa,Tablet,22,40,33
Febrero,2005,3697,2848,536.2965292083487,10.54,Palma,Electrónica,Tablet,13,4,432
Marzo,3969,1374,1197,75.21494777937073,20.17,Valencia,Alimentos,Teléfono,10,40,69
Abril,5923,2581,6132,543.6163744741948,28.94,Valladolid,Hogar,Teléfono,14,45,422
Mayo,8515,3127,4713,697.9293549358919,4.1,Granada,Alimentos,Refrigerador,13,12,114
Julio,2225,1176,1398,897.3640572221357,3.49,Málaga,Ropa,Libro,17,13,241
Mayo,7148,1891,792,84.00277026043229,14.99,Toledo,Electrónica,Muñeca,19,50,15
Febrero,4139,1552,7802,183.3688172184045,14.86,Bilbao,Alimentos,Muñeca,29,7,161
Agosto,6713,397,1103,274.0948676918133,28.09,Córdoba,Hogar,Muñeca,17,12,12
Diciembre,6307,2511,1670,462.9156706588722,29.11,Málaga,Alimentos,Teléfono,28,20,77
Febrero,6187,2728,9651,492.29862127975224,27.6,Valencia,Electrónica,Camiseta,27,39,90
Agosto,2476,244,4664,567.2922826285903,9.94,Valladolid,Alimentos,Tablet,14,2,125
Diciembre,8846,4226,614,83.62031193051548,19.52,Santander,Hogar,Zapatillas,20,36,114
Junio,4222,3610,413,213.8612321458968,21.7,Madrid,Hogar,Laptop,23,17,8
Julio,8530,4676,1444,475.46090929793,1.52,Valencia,Hogar,Libro,26,5,62
Marzo,5215,1475,3841,806.2789411282336,15.71,Valencia,Ropa,Microondas,21,33,444
Julio,8486,4009,4756,389.1003924748126,2.25,Córdoba,Ropa,Muñeca,23,22,188
Diciembre,9025,1464,5577,219.5950998394201,19.84,Granada,Hogar,Camiseta,27,28,122
Febrero,7829,3716,2794,620.1629820520906,6.47,Barcelona,Ropa,Microondas,12,46,164
Septiembre,8621,3882,2538,655.3313634693942,29.07,Bilbao,Alimentos,Pelota,15,30,329
Febrero,6482,4511,9629,949.7358969167148,17.28,Granada,Ropa,Pelota,14,39,164
Enero,6123,889,837,689.548629266459,11.7,Sevilla,Hogar,Camiseta,23,27,138
Marzo,330,3083,8538,692.0204101026994,28.07,Málaga,Juguetes,Pelota,27,13,155
Agosto,2225,1733,8250,687.2328541620112,18.16,Granada,Alimentos,Refrigerador,19,12,118
Mayo,3443,3373,2952,582.2510013111443,8.86,Palma,Alimentos,Camiseta,10,45,497
Noviembre,5839,4717,6930,748.070339953869,11.43,Sevilla,Electrónica,Pelota,28,39,335
Febrero,4313,2327,6497,960.3061054951668,20.97,Madrid,Ropa,Tablet,12,13,65
Septiembre,3976,4114,4906,301.5744447190249,25.4,Santander,Hogar,Laptop,25,34,440
Marzo,6803,4547,611,762.7905037816557,3.33,Sevilla,Juguetes,Tablet,17,10,313
Diciembre,9446,461,1013,423.08631295341513,22.66,Valencia,Alimentos,Microondas,13,24,80
Mayo,1880,4393,6645,247.2705508292655,7.53,Murcia,Hogar,Refrigerador,24,12,237
Septiembre,7123,4052,671,479.5089493087337,0.56,Granada,Electrónica,Tablet,26,46,264
Junio,945,4939,7199,7.381366480481664,20.21,Zaragoza,Ropa,Refrigerador,21,15,284
Noviembre,4974,250,9866,85.86407822237,7.84,Valencia,Electrónica,Laptop,15,36,270
Diciembre,192,1487,2320,215.28974537489944,10.83,Barcelona,Alimentos,Tablet,15,14,447
Febrero,6203,4644,5375,21.96511188869448,9.64,Sevilla,Electrónica,Tablet,12,29,307
Abril,4117,286,7483,861.2498543974374,28.4,Palma,Electrónica,Muñeca,11,21,480
Noviembre,6849,4113,6333,631.067894215735,9.39,Murcia,Electrónica,Teléfono,24,30,491
Mayo,4644,875,5936,847.1708615703354,21.49,Logroño,Juguetes,Microondas,20,37,163
Septiembre,1736,2306,4142,672.2550991022507,25.97,Oviedo,Hogar,Tablet,30,8,118
Julio,6791,814,159,867.3654398095867,15.49,Toledo,Juguetes,Refrigerador,21,25,127
Julio,3140,4579,2869,20.282534526948417,18.75,Palma,Electrónica,Libro,17,42,249
Septiembre,3855,2035,2011,431.8330013620059,2.72,Granada,Ropa,Zapatillas,17,40,10
Diciembre,3779,3575,5983,547.9186426100953,5.87,Málaga,Ropa,Laptop,15,27,125
Marzo,9815,902,7032,233.922330649316,16.25,Córdoba,Juguetes,Tablet,14,3,481
Diciembre,5592,2885,8704,853.7897850752194,20.38,Valladolid,Ropa,Teléfono,19,2,371
Marzo,5067,960,6212,199.54104777678572,26.37,Valladolid,Ropa,Muñeca,30,47,42
Septiembre,8097,1413,4821,74.90681957280272,23.97,Barcelona,Alimentos,Pelota,29,33,445
Marzo,9673,3411,4646,607.8090723674413,2.18,Palma,Electrónica,Zapatillas,20,2,175
Septiembre,7936,2263,2924,267.19116302159,3.9,Logroño,Juguetes,Camiseta,26,38,415
Septiembre,9293,1331,6639,827.7425549819178,23.1,Valencia,Juguetes,Teléfono,19,43,4
Marzo,8517,1599,4320,977.1422891422965,16.87,Bilbao,Alimentos,Tablet,11,31,304
Noviembre,4856,2316,6321,288.43446565324365,4.8,Valladolid,Ropa,Teléfono,13,35,454
Noviembre,4684,804,6507,931.5055582317697,20.64,Murcia,Hogar,Microondas,25,19,455
Diciembre,4400,2033,4215,396.84988434570863,14.33,Murcia,Hogar,Laptop,25,24,467
Diciembre,6444,3816,9930,122.85076181442176,28.67,Murcia,Alimentos,Microondas,11,50,42
Octubre,7765,1772,908,678.2091153607804,14.55,Santander,Ropa,Microondas,28,36,174
Julio,1655,4180,9264,449.80666035885383,29.07,Barcelona,Ropa,Teléfono,25,0,485
Febrero,2255,974,6717,472.29207102664134,23.44,Barcelona,Hogar,Libro,18,6,459
Abril,1935,4966,9263,101.25774741321163,17.23,Barcelona,Electrónica,Zapatillas,22,45,492
Abril,9854,817,9594,459.9227649566574,10.24,Sevilla,Electrónica,Microondas,22,2,443
Abril,5365,2098,7795,138.061521387784,16.53,Sevilla,Juguetes,Teléfono,23,32,50
Mayo,5936,1815,5374,715.4310592497321,3.49,Murcia,Ropa,Microondas,15,13,477
Abril,8972,433,9275,111.29226590823544,0.28,Valladolid,Juguetes,Pelota,18,36,109
Julio,9109,1981,4993,913.7796727950974,14.23,Bilbao,Alimentos,Libro,29,40,116
Diciembre,2667,2890,5480,569.8964510653451,19.97,Logroño,Juguetes,Tablet,20,21,163
Marzo,6229,4170,1015,199.4257544147683,13.9,Logroño,Juguetes,Tablet,29,48,383
Marzo,7068,2390,8933,426.8010568798336,8.57,Barcelona,Ropa,Camiseta,25,46,83
Noviembre,7402,67,2009,975.2187572096078,3.2,Logroño,Juguetes,Pelota,29,46,143
Noviembre,5659,1888,5597,608.1000111868316,8.36,Santander,Hogar,Zapatillas,20,15,410
Marzo,3813,3978,7044,83.4448283088031,14.97,Toledo,Ropa,Pelota,13,40,217
Julio,1573,1448,4367,158.24958810163034,15.65,Valladolid,Juguetes,Muñeca,18,18,319
Octubre,9071,4694,5367,470.24254865545436,6.51,Palma,Hogar,Libro,10,41,318
Abril,376,1361,2118,909.2222434287405,10.86,Valencia,Juguetes,Tablet,29,10,134
Diciembre,1478,998,5028,982.7960140890484,0.32,Valencia,Hogar,Refrigerador,25,5,354
Junio,3214,3451,2204,613.7525045111323,23.89,Barcelona,Alimentos,Refrigerador,17,48,269
Marzo,7322,1321,287,262.91810127779877,17.73,Sevilla,Hogar,Libro,26,5,334
Enero,3607,3991,549,278.6322658639995,3.93,Málaga,Hogar,Muñeca,14,45,429
Febrero,6708,4425,4087,550.4545245669294,4.65,Bilbao,Ropa,Teléfono,25,33,352
Julio,2291,3675,5785,734.9687252039942,29.93,Zaragoza,Electrónica,Pelota,17,17,324
Septiembre,8898,4037,6438,363.8901208746385,7.75,Logroño,Juguetes,Zapatillas,15,3,289
Octubre,6794,4515,4940,521.887842638117,18.73,Valencia,Juguetes,Libro,23,7,100
Enero,2335,4778,6454,91.54522441202535,15.8,Oviedo,Electrónica,Pelota,20,26,453
Mayo,4900,1257,1514,518.6235001327932,14.71,Palma,Hogar,Tablet,15,39,159
Julio,5985,383,9745,544.9658868467284,5.14,Córdoba,Juguetes,Libro,21,42,72
Abril,9832,441,8078,235.4906478099765,13.98,Granada,Electrónica,Refrigerador,14,43,46
Septiembre,5087,2760,7859,927.8731500045373,23.42,Palma,Juguetes,Camiseta,18,9,31
Mayo,7089,1951,943,534.2715034503154,24.92,Valladolid,Alimentos,Tablet,21,10,148
Julio,874,1695,2891,199.62718560636276,5.63,Málaga,Ropa,Pelota,20,48,439
Noviembre,1529,3368,7971,518.0562600676484,1.78,Valencia,Juguetes,Tablet,10,28,350
Agosto,7420,497,7249,843.5284410644953,4.98,Valencia,Electrónica,Libro,21,42,88
Septiembre,2533,3137,5531,590.9909259873373,10.74,Valencia,Ropa,Camiseta,25,33,98
Mayo,2691,1811,5262,753.8705998733902,2.36,Valencia,Electrónica,Muñeca,15,15,387
Abril,663,2745,9533,957.4707702634753,20.69,Murcia,Alimentos,Libro,30,25,106
Enero,4532,2519,1829,361.3475574804155,16.15,Granada,Hogar,Zapatillas,30,0,79
Agosto,570,2084,5233,573.188587528807,6.46,Sevilla,Alimentos,Refrigerador,20,3,415
Enero,7974,3654,9484,821.9810774586385,18.07,Valladolid,Ropa,Libro,11,8,296
Septiembre,5908,123,9081,349.03812824350075,2.55,Córdoba,Ropa,Libro,24,32,89
Julio,9368,737,5431,904.5681921923276,13.34,Logroño,Ropa,Muñeca,14,42,356
Septiembre,9320,3586,2841,53.57338096518586,12.12,Zaragoza,Alimentos,Pelota,19,7,497
Agosto,6593,518,6880,108.66814494903748,26.12,Bilbao,Hogar,Libro,14,0,392
Junio,862,2374,5686,946.1384282505516,26.01,Zaragoza,Ropa,Pelota,30,23,490
Mayo,3420,4988,2528,388.48483828543453,11.07,Córdoba,Juguetes,Teléfono,17,37,160
Mayo,9459,4036,9003,67.80937768243993,8.2,Bilbao,Juguetes,Libro,27,46,477
Febrero,6117,2336,9407,885.387418095387,20.28,Granada,Juguetes,Camiseta,22,33,273
Junio,5620,1669,9058,839.7087171346811,14.61,Murcia,Juguetes,Libro,11,39,315
Agosto,3486,161,7881,345.07013736445447,16.37,Bilbao,Hogar,Zapatillas,29,20,400
Septiembre,9069,633,536,757.8589475683075,15.62,Zaragoza,Alimentos,Muñeca,28,10,194
Mayo,679,650,9133,803.7135683027781,7.84,Valencia,Ropa,Refrigerador,16,32,175
Noviembre,7449,2926,3076,396.16220165666897,19.15,Logroño,Electrónica,Teléfono,18,22,272
Agosto,3886,3935,4800,822.0441493691599,10.87,Sevilla,Ropa,Tablet,19,40,229
Noviembre,9753,75,4658,40.09571263901725,7.99,Zaragoza,Hogar,Teléfono,29,46,169
Mayo,9000,1957,9494,981.8712204315393,19.95,Toledo,Hogar,Refrigerador,30,38,193
Enero,9966,773,7270,181.1762153139223,28.88,Oviedo,Ropa,Tablet,15,26,43
Septiembre,2748,3452,1403,561.1386264221301,18.67,Bilbao,Juguetes,Pelota,10,6,81
Septiembre,4840,516,7511,502.0918506964644,18.54,Palma,Hogar,Tablet,16,28,341
Junio,5495,184,9081,127.85621984437041,1.85,Madrid,Ropa,Teléfono,13,8,373
Enero,7029,4256,4442,763.9811529361185,5.61,Murcia,Electrónica,Libro,17,15,138
Marzo,9874,81,9393,879.8029525825622,27.61,Madrid,Ropa,Refrigerador,16,23,71
Febrero,4967,2154,5521,720.6852466182261,1.63,Barcelona,Ropa,Zapatillas,12,40,415
Septiembre,4769,4429,5930,996.6782208001664,16.85,Córdoba,Ropa,Libro,28,30,394
Mayo,4080,2845,2493,257.8289842499656,5.15,Palma,Alimentos,Zapatillas,11,2,275
Julio,248,2089,7097,161.60450811332404,29.21,Granada,Juguetes,Pelota,16,5,366
